ID,Source,Type,CreatedAt,Language,Content,Original Content,metadata.Version,metadata.Language_Name,metadata.Score,metadata.Language_Code,metadata.Rating,metadata.Upvotes,metadata.CountryISO2
e1b049a9-e164-57df-8af1-cc05ebe2769d,Appstore,RecordTypeReview,2025-02-01T12:22:16Z,zho,Thank you for accompanying me and making me feel less lonely.,谢谢你陪伴我，让我不那么孤单,9.0.14,,,,5,0,us
a75dafbf-244a-52cf-9360-6ca0abfd134e,Appstore,RecordTypeReview,2025-02-01T12:21:02Z,ind,Hope it becomes increasingly advanced,Semoga semakin terdepan,9.0.14,,,,5,0,id
9e449b67-fa82-5b90-97c2-5622ad1c3afc,Playstore,RecordTypeReview,2025-02-01T12:19:48Z,ind,"Actually good... But now my time is anything but, like clicking a song suddenly ""let's explore premium""? You can't just make people go for premium like that! So I can't play songs! And because I have no choice, I choose this song that plays, right? So how is it, I can't play songs unless I'm premium like that!? That's unfair! And I can provide evidence!","Sebenarnya bagus... Tapi sekarang masa gw apa apa, kayak klik lagu tiba-tiba ""ayo jelajahi premium""? Ya ga bisa gitu dong lu bikin orang buat premium! Jadi nya ga bisa gw putar lagu! Dah gitu Krna gw terpaksa, gw pilih lagu ini yg keputer itu, kan gimana ya, jadinya gw ga bisa nyetel lagu kecuali kalo gw premium gitu!? Curang Lo! Dan gw bisa kasih bukti!",9.0.14.561,Indonesian,1,id,,,
7807a165-3a8a-5bb2-897c-532ee2c8c58e,Appstore,RecordTypeReview,2025-02-01T12:10:47Z,eng,"A member of the younger generation, showed this old (by their standards)retired baby boomer that the best music from our generation is still available for us to enjoy on Spotify!","A member of the younger generation, showed this old (by their standards)retired baby boomer that the best music from our generation is still available for us to enjoy on Spotify!",9.0.14,,,,5,0,us
596066ca-416f-51d4-a8cc-9b08f49fb2d8,Appstore,RecordTypeReview,2025-02-01T12:09:26Z,ita,"Unfortunately, in my opinion, there are too many advertisements.",Purtroppo secondo ok me ci sono troppe pubblicità,9.0.14,,,,4,0,it
a936392e-09aa-5382-a5bb-8e78fe8141c8,Appstore,RecordTypeReview,2025-02-01T12:04:49Z,deu,One cannot keep the music playing in the background when going on Snap :(,Man kann die Musik nicht im Hintergrund laufen lassen wenn man auf snap geht:(,9.0.14,,,,2,0,at
44828af0-76f5-59ea-a6f6-65117211c2fb,Appstore,RecordTypeReview,2025-02-01T12:02:44Z,eng,The so are soooo awesome!😭😭😭,The so are soooo awesome!😭😭😭,9.0.14,,,,5,0,us
6043756f-c693-5beb-87a1-9ae8ba4acede,Appstore,RecordTypeReview,2025-02-01T12:02:41Z,vie,I cannot log in with my phone number because Spotify hasn't sent a code to my phone for a long time.,Tôi không thể đăng nhập bằng số điện thoại vì spotify không gửi mã về số điện thoại từ rất lâu rồi,9.0.14,,,,1,0,vn
79604345-1127-521c-842f-ec93a20028dc,Appstore,RecordTypeReview,2025-02-01T12:00:19Z,spa,You are awesome,Sois unos craks,9.0.14,,,,5,0,es
112a20a7-e177-54d1-bb0c-ad3490c1531e,Appstore,RecordTypeReview,2025-02-01T11:57:21Z,pol,"Your thing is one of the best things ever, Spotify Premium is an investment, I can't imagine going back to the basic plan.","ta apka to jedno z najlepszych rzeczy everrr, spotify premium to inwestycja, ja nie wyobrażam sobie wrócić do planu basic",9.0.14,,,,5,0,pl
f1298326-98df-529c-a6e8-75a112717df5,Appstore,RecordTypeReview,2025-02-01T11:51:21Z,deu,"After the updates, you can no longer change the volume on the iPhone using the side buttons. Very inconvenient!",Nach den Updates kann man beim iPhone die Lautstärke nicht mehr über die Seitlichen Taster am ändern. Sehr umständlich!,9.0.14,,,,1,0,de
4e1637f9-943b-5acb-b5fd-c13e85167f0a,Appstore,RecordTypeReview,2025-02-01T11:49:45Z,eng,Less adds please and no intrusives please,Less adds please and no intrusives please,9.0.14,,,,5,0,gb
6a15a4c7-8af2-56fc-a55b-4ea3c4eb871c,Appstore,RecordTypeReview,2025-02-01T11:46:54Z,eng,Top tier app!,Top tier app!,9.0.14,,,,5,0,co
80dc8357-fd78-55b0-9696-63284fd3a648,Appstore,RecordTypeReview,2025-02-01T11:45:32Z,por,"The difference between the ""free"" version and the premium is huge. Evaluating the premium version is 5 stars, while the free is 3. That's why I give an average of 4.","A diferença entre a versão “free” e a premium é gigante. Avaliando a versão premium é 5 estrelas, ja a free é 3. Por isso dou a media de 4",9.0.14,,,,4,0,pt
a6d0be5f-63d0-5805-9d8e-0e738aea6e89,Appstore,RecordTypeReview,2025-02-01T11:44:47Z,spa,It gives you half an hour without ads and then it puts ads every two songs 👎🏻👎🏻👎🏻,Te pone media hora sin publi y es cada dos canciones te pone publicidad 👎🏻👎🏻👎🏻,9.0.14,,,,1,0,es
4fb81307-aadf-5690-b5d6-bd081fe5a766,Appstore,RecordTypeReview,2025-02-01T11:42:27Z,eng,Better to listen to music somewhere else like the radio or youtube.,Better to listen to music somewhere else like the radio or youtube.,9.0.14,,,,1,0,ca
c3f2e806-775a-56ba-8fcb-1450ba1da0a5,Appstore,RecordTypeReview,2025-02-01T11:37:56Z,eng,Amazing to listen to while gaming but Spotify premium is way too expensive,Amazing to listen to while gaming but Spotify premium is way too expensive,9.0.14,,,,4,0,gb
b490882f-b2df-5f50-b613-faad90f207a3,Playstore,RecordTypeReview,2025-02-01T11:37:05Z,spa,"It's very complete and has everything, both old and new, the best music app in the world without a doubt.","Está muy completa y tiene de todo, tanto viejo como nuevo, la mejor app de música del mundo sin duda",9.0.14.561,Spanish,5,es,,,
b5a44bc5-2b87-596c-b53d-d309eb1a1a89,Appstore,RecordTypeReview,2025-02-01T11:35:39Z,eng,"this is my fav app ngl, I always use spotify to listening to music whenever I work out or draw, etc. Recommend using spotify with premium.","this is my fav app ngl, I always use spotify to listening to music whenever I work out or draw, etc. Recommend using spotify with premium.",9.0.14,,,,5,0,vn
c375486f-731e-578b-a8fe-aac6320ee09a,Appstore,RecordTypeReview,2025-02-01T11:26:59Z,eng,Loving it ❤️❤️❤️❤️❤️,Loving it ❤️❤️❤️❤️❤️,9.0.14,,,,5,0,gb
e403dee0-a959-5e99-89ff-6ad61e61238b,Appstore,RecordTypeReview,2025-02-01T11:23:21Z,jpn,"I'm grateful that I can listen to my favorite music for free, but I feel like the amount and number of ads have increased compared to before 💭 I really like the songs that come up in ""Recommended for you""!","好きな音楽が無料で聞けるのはありがたいけど、前よりもcmの量と回数が増えてる気がする💭
私は「あなたへのおすすめ」で出てくる曲が割とツボにあってて好き！",9.0.14,,,,4,0,jp
271864e9-e143-52e8-b602-7f42b5464de3,Appstore,RecordTypeReview,2025-02-01T11:19:42Z,fra,"Superb application. Would it be possible to have a ranking, like a top 50, of the best music downloads in France from your site or overall? Thank you for your understanding.","Superbe application. Serais t’il d’avoir un classement, style top50, des meilleurs téléchargements de musiques en France de votre site ou en globalité ?
Merci pour votre compréhension",9.0.14,,,,5,0,fr
bc29752f-432e-52f7-a808-2f29f80f3467,Appstore,RecordTypeReview,2025-02-01T11:19:31Z,fra,"I don't like that when you press a song it doesn't play the right music. I hope you will change that and fix it. Thank you very much if you do, I hope you will deserve the 3 stars.",Je n’aime pas que ton appuie sur une musique et que ça nous met pas la bonne musique. J’espère que vous allez changer ça et y remédier. Merci beaucoup si vous le faites j’espère que vous allez mériter les 3 étoile.,9.0.14,,,,3,0,fr
649beb7d-4d82-5a44-9587-9f6d39b76b65,Appstore,RecordTypeReview,2025-02-01T11:16:31Z,eng,The adds are so bad,The adds are so bad,9.0.14,,,,1,0,us
454cce4c-7f9b-5446-9c1c-804d2782723c,Appstore,RecordTypeReview,2025-02-01T11:16:12Z,fra,"I love it, nothing to say about the sound quality, the plurality of artists from all continents, the detailed images, the lyrics, the interface, only it would need an offline option and comments should be added on the titles of the artists to evaluate for the artists and production houses improvement if needed.",J’adore rien a dire la qualité du son la pluralité des artistes de tous les continents image les détails les paroles l’interface seulement il faudrait option hors ligne et faudrait ajouter des commentaires sur les titres des artistes afin d’évaluer pour les artistes et maisons de prod amélioration s’il faut,9.0.14,,,,5,0,ci
12f74979-cf2c-5bd7-a9da-06b16ea5dd4b,Appstore,RecordTypeReview,2025-02-01T11:11:32Z,fra,"The application is very good, we can listen to all types of music, we can easily create our own playlists. The only problem is the ads, there are really too many, and sometimes we can have 3 or 4 ads that come one after another.",L’application est très bien on peut écouter tout types de musique on peut crée ses propre playlist facilement le seul problème c’est les pubs il y en a vraiment trop et parfois on peux avoir 3 ou 4 pubs qui s’enchaîne,9.0.14,,,,3,0,fr
0222f98d-d559-576b-9109-c1f2019dc8ab,Appstore,RecordTypeReview,2025-02-01T11:09:42Z,eng,I really like Spotify wrapped,I really like Spotify wrapped,9.0.14,,,,5,0,us
f67f2ea9-680a-5d32-a034-6c15ed7b8b10,Appstore,RecordTypeReview,2025-02-01T11:08:46Z,dan,"It is good, but I think it could be a little easier to log in to Spotify.",Det er godt men jeg syntes godt det kunne være lidt lettere at loge ind på spotyfi,9.0.14,,,,4,0,dk
59e16780-ea8f-5f02-be3a-77915f00d94b,Appstore,RecordTypeReview,2025-02-01T11:08:09Z,eng,Spotify has always been there for my family and I. Thanks,Spotify has always been there for my family and I. Thanks,9.0.14,,,,5,0,us
7f603a41-b4b6-5dcc-9623-6e155d516280,Appstore,RecordTypeReview,2025-02-01T11:03:48Z,ind,why do I have to pay?? I'm really lazy to find a song then have to pay like that??,knp harus bayarr si?? males banget cari lagu bentar harus bayar gtu??,9.0.14,,,,1,0,id
70e09141-1f11-5ad7-91e2-28d4aa51f7c1,Appstore,RecordTypeReview,2025-02-01T10:59:29Z,nld,"It is so fun you can podcast almost everything, fun songs, and more, really a recommendation!",Het is zo leuk je kan er bijna alles podcasten leuke liedjes en nog meer echt een aanrader,9.0.14,,,,5,0,nl
473092b6-387a-57dc-bb71-20d9dafc2b46,Appstore,RecordTypeReview,2025-02-01T10:53:09Z,fra,"Pleasant, thank you.",Agréable merci .,9.0.14,,,,5,0,ch
f1146f20-9227-5509-85f1-3b22e0ceed65,Appstore,RecordTypeReview,2025-02-01T10:49:24Z,ell,Excellent application,Εξαιρετική εφαρμογή,9.0.14,,,,5,0,gr
76ccdabf-b147-579f-ad31-f5b22622e0c6,Appstore,RecordTypeReview,2025-02-01T10:47:58Z,fra,"Support for artists is unhelpful, and I am not interested in AI-generated music. I am seriously considering changing platforms.",Soutien aux artistes nul et la musique générée par IA ne m’intéresse pas. J’envisage sérieusement de changer de plateforme,9.0.14,,,,1,0,be
090a2aea-6214-55a4-9f37-c32258e6765f,Appstore,RecordTypeReview,2025-02-01T10:41:49Z,eng,"Although it’s inevitably a good music app, there’s definitely some things that could be better.
First off, it’s almost unusable without premium. You only get 6 skips PER HOUR, and that includes skipping random ‘recommended songs’, which interrupt your playlist with random songs you never added. Also, say you’re looking for a song through the search. You will find it, yes, but it’s for some reason mixed with other songs that you’ll have to listen to before getting to the song you’re looking for (if you’ve run out of skips) or wasting all your skips trying to find it in the jumbled mess of random songs.
A bit of a pay to play app, but other than that, it’s alright I guess.","Although it’s inevitably a good music app, there’s definitely some things that could be better.
First off, it’s almost unusable without premium. You only get 6 skips PER HOUR, and that includes skipping random ‘recommended songs’, which interrupt your playlist with random songs you never added. Also, say you’re looking for a song through the search. You will find it, yes, but it’s for some reason mixed with other songs that you’ll have to listen to before getting to the song you’re looking for (if you’ve run out of skips) or wasting all your skips trying to find it in the jumbled mess of random songs.
A bit of a pay to play app, but other than that, it’s alright I guess.",9.0.14,,,,4,0,gb
2c4fbf1c-7d66-5b22-9f6f-64bf6ac5103a,Appstore,RecordTypeReview,2025-02-01T10:37:58Z,eng,The app is closing by itself,The app is closing by itself,9.0.14,,,,5,0,us
aee43545-b583-53cc-8e25-534f0f21990c,Appstore,RecordTypeReview,2025-02-01T10:35:54Z,eng,"The BEST THING EVER because I love it but sometimes you can’t listen to music without internet. But it’s still the best. Try it first then you’ll thank me.
Love Queen","The BEST THING EVER because I love it but sometimes you can’t listen to music without internet. But it’s still the best. Try it first then you’ll thank me.
Love Queen",9.0.14,,,,4,0,hk
9a6f11d9-5afd-51aa-b3a9-d767dc1479b2,Appstore,RecordTypeReview,2025-02-01T10:32:03Z,eng,Very bad,Very bad,9.0.14,,,,1,0,in
a560ad06-b178-5b4a-baab-8c3a0485201c,Appstore,RecordTypeReview,2025-02-01T10:30:48Z,fra,"Hello, I would like to highlight a problem.
When I want to play a playlist, the songs are cut off before the end (about 15 to 20 seconds) and the next song starts from about 10 seconds in. Could you please fix this problem because it is quite annoying?
Thank you in advance for reading my message.","Bonjour, j’aimerais souligner un problème.
Quand je veux passer une playlist, les musiques sont coupées avant la fin (environ 15 à 20 secondes) et la musique suivante commence à partir de 10 secondes environ. Pourriez-vous s’il vous plaît régler ce problème qui est assez gênant ?
Je vous remercie d’avance pour avoir lu mon message.",9.0.14,,,,3,0,fr
d4c86c73-de4e-5ae1-94f3-118b199d8981,Appstore,RecordTypeReview,2025-02-01T10:24:02Z,vie,"Listen to music for free, very good music <ZIP_CODE>/5stars","Nghe nhạc miễn phí, nhạc rất hay <ZIP_CODE>/5sao",9.0.14,,,,5,0,vn
5def2336-b01d-5fd1-a5f5-7bf984ffe440,Appstore,RecordTypeReview,2025-02-01T10:20:10Z,ita,"I love Spotify. Please insert subtitles in all podcasts because they help a lot to understand what is being said and especially help people with hearing problems.
Please add for person with deficits auditive or for better understanding the transcript or subtitles in all the podcasts.","Amo Spotify. Per favore inserite in tutti i podcast i sottotitoli perché aiutano tantissimo a comprendere ciò che viene detto e aiuta soprattutto le persone con problemi uditivi. 
Please add for person with deficits auditive or for better understanding the transcript or subtitles in all the podcasts.",9.0.14,,,,5,0,it
056f2acf-5129-53b9-b16d-515d2c1c9511,Appstore,RecordTypeReview,2025-02-01T10:18:28Z,eng,"Spotify might be one of the most popular music streaming apps, but that doesn’t mean it’s the best. While it offers a vast music library, the overall experience is riddled with issues that make it frustrating to use.
1. Too Many Ads (Even for Free Users!)
If you’re using the free version, get ready to be bombarded with ads every few songs. And no, they’re not short ads—you’ll be forced to listen to long, repetitive ones that ruin the experience. Sometimes, the same ad plays multiple times in a row!
2. Poor Shuffle Algorithm
Spotify’s shuffle feature feels broken. It tends to play the same songs repeatedly, even in large playlists. This makes the “random” function feel useless, especially when you’re trying to discover new music.
3. Removing Features Users Love
Spotify has a habit of removing useful features without explanation. Lyrics disappeared for some users, the ability to listen to specific songs on mobile (without Premium) is gone, and the queue management is clunky. They seem more focused on pushing Premium subscriptions than actually improving the app.
4. Expensive Premium with Limited Benefits
Speaking of Premium, the subscription price keeps increasing, but the benefits remain the same. Even with Premium, you still can’t access lossless audio like other services offer at the same price. Why pay so much when alternatives like Apple Music or YouTube Music provide better quality?
5. Offline Downloads Are Unreliable
Even Premium users face issues when downloading songs. Songs randomly disappear, downloads fail, and the app sometimes forces you to reconnect to verify your subscription—defeating the purpose of offline listening!
6. Unfair Treatment of Artists
Spotify pays artists very little compared to other platforms. Musicians struggle to earn decent revenue, even if their songs get millions of streams. Meanwhile, Spotify spends billions on exclusive podcast deals instead of supporting the artists who keep the platform alive.
Final Verdict: Not Worth It
While Spotify has a massive music collection and an easy-to-use interface, its flaws outweigh the positives. The app feels like it’s designed to push users into a never-ending cycle of ads and Premium subscriptions while failing to deliver the best music experience. If you care about quality, fairness to artists, and a true shuffle experience, look elsewhere.
⭐ Rating: 2/5 – Overrated and frustrating!","Spotify might be one of the most popular music streaming apps, but that doesn’t mean it’s the best. While it offers a vast music library, the overall experience is riddled with issues that make it frustrating to use.
1. Too Many Ads (Even for Free Users!)
If you’re using the free version, get ready to be bombarded with ads every few songs. And no, they’re not short ads—you’ll be forced to listen to long, repetitive ones that ruin the experience. Sometimes, the same ad plays multiple times in a row!
2. Poor Shuffle Algorithm
Spotify’s shuffle feature feels broken. It tends to play the same songs repeatedly, even in large playlists. This makes the “random” function feel useless, especially when you’re trying to discover new music.
3. Removing Features Users Love
Spotify has a habit of removing useful features without explanation. Lyrics disappeared for some users, the ability to listen to specific songs on mobile (without Premium) is gone, and the queue management is clunky. They seem more focused on pushing Premium subscriptions than actually improving the app.
4. Expensive Premium with Limited Benefits
Speaking of Premium, the subscription price keeps increasing, but the benefits remain the same. Even with Premium, you still can’t access lossless audio like other services offer at the same price. Why pay so much when alternatives like Apple Music or YouTube Music provide better quality?
5. Offline Downloads Are Unreliable
Even Premium users face issues when downloading songs. Songs randomly disappear, downloads fail, and the app sometimes forces you to reconnect to verify your subscription—defeating the purpose of offline listening!
6. Unfair Treatment of Artists
Spotify pays artists very little compared to other platforms. Musicians struggle to earn decent revenue, even if their songs get millions of streams. Meanwhile, Spotify spends billions on exclusive podcast deals instead of supporting the artists who keep the platform alive.
Final Verdict: Not Worth It
While Spotify has a massive music collection and an easy-to-use interface, its flaws outweigh the positives. The app feels like it’s designed to push users into a never-ending cycle of ads and Premium subscriptions while failing to deliver the best music experience. If you care about quality, fairness to artists, and a true shuffle experience, look elsewhere.
⭐ Rating: 2/5 – Overrated and frustrating!",9.0.14,,,,2,0,in
553a8ccb-5c45-5844-a286-15b4fbde29dc,Appstore,RecordTypeReview,2025-02-01T10:14:48Z,eng,Is it the way to bypass Apple Store tax?,Is it the way to bypass Apple Store tax?,9.0.14,,,,1,0,pl
0dda292d-3ac5-5e76-b40d-acc54a372dd1,Appstore,RecordTypeReview,2025-02-01T10:14:47Z,eng,I love this APP,I love this APP,9.0.14,,,,5,0,us
f1d95e1d-057f-5bd2-b94b-876121cdeea6,Appstore,RecordTypeReview,2025-02-01T10:10:10Z,eng,It’s a good service but your subscription is a lot to go out every month. I appreciate artists may have a different opinion….,It’s a good service but your subscription is a lot to go out every month. I appreciate artists may have a different opinion….,9.0.14,,,,4,0,gb
9363fb10-b8ab-5fc1-a239-09cd5ea8ab54,Appstore,RecordTypeReview,2025-02-01T10:07:10Z,fra,I cannot find any quick way to remove duplicates.,Je ne trouve aucun moyen rapide pour enlever les doublons.,9.0.14,,,,3,0,fr
b0c693b5-cfc8-5fbc-8b35-e324ba751fa2,Appstore,RecordTypeReview,2025-02-01T10:05:16Z,nor,I love music anyway die with a smile,Jeg elsker musikk jallefall die with a smile,9.0.14,,,,5,0,no
81e8dbf4-6c66-5135-86d1-f1fb4fa010bb,Appstore,RecordTypeReview,2025-02-01T10:03:25Z,rus,"You will not be able to listen to music if you do not have a premium subscription. You will be offered unnecessary music in playlists if you do not have premium. If you turned on a playlist without premium, you will not be able to skip a track that you do not want to listen to. You will not be able to download music, create a new playlist, or calmly listen to the music you want if you do not have premium. 
P.S. It is not possible to pay for premium in the app.","вам не дадут послушать музыку если у вас нету премиума. Вам в сборники будут подкидывать не нужную вам музыку если у вас нет премиума. Если вы включили сборник без премиума то вам не дадут промотать трек который вы не хотите слушать. Вам не дадут скачут музыку, создать новый сборник, послушать спокойно ту музыку которую хотите если у вас нету премиума 
P.S. Премиум оплатить не возможно в приложений",9.0.14,,,,1,0,us
9ab92679-b7dc-5db5-9a45-3b1a16532ac1,Appstore,RecordTypeReview,2025-02-01T10:02:55Z,eng,I love Spotify you can stream all your favourite songs for free definitely download now,I love Spotify you can stream all your favourite songs for free definitely download now,9.0.14,,,,5,0,au
04b99220-7cf5-584d-a72a-0ec49e5e56de,Appstore,RecordTypeReview,2025-02-01T09:57:31Z,tur,Install in a suitable place in your ads.,Reklamlarınızda alın müsait bir yerinize monte edin,9.0.14,,,,1,0,tr
df48ce54-81e4-594e-a737-f6b32ee7b92d,Appstore,RecordTypeReview,2025-02-01T09:47:49Z,deu,"I want music. And to get to know good, new music through a great algorithm. But no videos, events, and an interface that keeps changing.","Ich möchte Musik. Und durch einen tollen Algorithmus gute, neue Musik kennenlernen.
Aber keine Videos, Events und ein Interface, dass sich andauernd ändert.",9.0.14,,,,2,0,de
d1884170-5765-5f80-af76-31d7fd01a3c2,Appstore,RecordTypeReview,2025-02-01T09:47:33Z,spa,"After 7 years, it has never disappointed me.",Después de 7 años nunca me ha decepcionado,9.0.14,,,,5,0,mx
72f6a3ae-a9d5-5d8a-8c0a-ac3e9d1f6f1d,Appstore,RecordTypeReview,2025-02-01T09:42:10Z,eng,I can’t play songs now because of the update in offline😡,I can’t play songs now because of the update in offline😡,9.0.14,,,,2,0,ph
0dd3f1d7-16ca-59fe-b4ce-be26986c1f24,Appstore,RecordTypeReview,2025-02-01T09:34:47Z,fra,"Just for that, you wouldn't even deserve one. You may have a beautiful app, a beautiful UX/UI, but in terms of ethics and freedom, you seem to inspire the opposite through your actions. Values are not bought. So, through the subscription that I pay you, I have indirectly contributed to that. But it's soon over, I will not endorse this any longer.","Rien que pour ça vous n’en mériteriez même pas une. Vous avez beau avoir une belle app, une belle UX/UI, en terme d’éthique, de liberté, vous semblez inspirer l’opposer par vos actions. Les valeurs ça ne s’achètent pas. Alors au travers de l’abonnement que je vous paye, j’ai indirectement contribué à ça. Mais c’est bientôt fini, je ne cautionnerai pas ça plus longtemps.",9.0.14,,,,1,0,fr
5df3817b-9e65-577e-89da-2db11fd8464e,Appstore,RecordTypeReview,2025-02-01T09:34:26Z,por,"After a few songs, the app doesn't let you choose anymore; it asks you to pay for the premium mode.",Depois de algumas músicas o app não deixa você escolher mais ele pede para que você pague o modo premium,9.0.14,,,,5,0,br
b991decd-dcdd-59f9-bb6e-97b4150568a4,Playstore,RecordTypeReview,2025-02-01T09:30:07Z,ita,"He plays the music he wants, it's frustrating.","Mette la musica che vuole lui, è frustrante.",8.9.58.572,Italian,1,it,,,
a1558ac9-9a22-506b-abc8-c321ac26d726,Appstore,RecordTypeReview,2025-02-01T09:30:03Z,eng,You can listen to your fav songs and I loved it,You can listen to your fav songs and I loved it,9.0.14,,,,4,0,ph
2c6e2887-7ef8-5e1d-8eca-2bc9524cd551,Appstore,RecordTypeReview,2025-02-01T09:29:42Z,jpn,It's great that I can create my own playlists and add songs as I like! I also think it's really good that I can listen while opening other apps!,自分のプレイリストを作れて、好きなように曲を入れることが出来ていいです！他のアプリを開きながら聴けるのもとってもいいと思います！,9.0.14,,,,4,0,jp
d2a19d5d-6523-5c81-98d9-ba38e71e382d,Appstore,RecordTypeReview,2025-02-01T09:23:47Z,eng,Add more songs and the option to Shazam from Spotify,Add more songs and the option to Shazam from Spotify,9.0.14,,,,3,0,gr
69e5d199-27ed-5a94-a4d4-65a30bc577a6,Appstore,RecordTypeReview,2025-02-01T09:22:21Z,jpn,Please make it possible to fly 6 times every 30 minutes.,30分おきに6回飛ばせるようにしてください,9.0.14,,,,3,0,jp
05fa3a6a-ce2d-52bc-90d2-6ec2c65ee558,Appstore,RecordTypeReview,2025-02-01T09:20:46Z,eng,Too much ad if you dont have premium you'll have the worst experience you ever had in your life,Too much ad if you dont have premium you'll have the worst experience you ever had in your life,9.0.14,,,,1,0,th
beeca137-8b02-5d0b-a382-d3d0c1df4eb7,Appstore,RecordTypeReview,2025-02-01T09:19:15Z,nor,It is so good that I can connect to my PlayStation and it works to listen to it there. I listen while I play. It is so good that it is the only music app I have and I love it!.,Den er så bra at jeg kan koble til PlayStation min og det funker å høre på den der. jeg hører på mens jeg spiller. den er så bra at det er den eneste musikk appen jeg har og jeg elsker det!.,9.0.14,,,,4,0,no
fffc5517-2cf4-5a33-9310-1adb1e86ea25,Appstore,RecordTypeReview,2025-02-01T09:17:32Z,eng,I have given this 4 stars means very good because it irritates me for asking forPremium that all,I have given this 4 stars means very good because it irritates me for asking forPremium that all,9.0.14,,,,4,0,in
17d7bf00-609c-5ed0-9fa1-39d6230b73fb,Appstore,RecordTypeReview,2025-02-01T09:14:07Z,eng,I love your songs I love to sing and I love Taylor swift,I love your songs I love to sing and I love Taylor swift,9.0.14,,,,5,0,in
20807ea7-a8da-5b3c-9cb7-d32fa0f75fbb,Appstore,RecordTypeReview,2025-02-01T09:10:34Z,fra,Too many ads but great music,trop de pub mais musique génial,9.0.14,,,,4,0,fr
2658f375-6492-5a1c-8b88-83222807836a,Appstore,RecordTypeReview,2025-02-01T09:09:54Z,fra,I hate it when I listen to my playlist and suddenly it plays a song that is not at all in my playlist!!!,Je déteste quand j’écoute ma playlist et que tout d’un coup sa met une musique qui n’est pas du tout dans ma playlist !!!,9.0.14,,,,2,0,fr
5c521f9b-65b6-526f-bd27-9e6dc44d9309,Appstore,RecordTypeReview,2025-02-01T09:09:14Z,tur,"It's very silly to listen to 1 minute of ads to listen to music, at least some of the premium features should be free. 
After all, a platform must have differences from others for people to choose it. 
If what I say happens, it would actually be a 5-star application.","Müzik dinlemek için 1 dk reklam dinlemek çok saçma premium özelliklerinin en azından bir kaçının ücretsiz özellik olması lazım.
Sonuçta bir platformun diğerlerinden farkı olması lazım ki insanlar tercih etsin
Dediklerim olursa 5 yıldızlık uygulama aslında",9.0.14,,,,4,0,tr
4595e74d-339d-5b94-b7c5-3c13b4ef1c69,Appstore,RecordTypeReview,2025-02-01T09:08:26Z,eng,"This app is so good in music this deserves 5 stars
⭐️ 🎵🎧💋💋💋💋💋","This app is so good in music this deserves 5 stars
⭐️ 🎵🎧💋💋💋💋💋",9.0.14,,,,5,0,pk
772ff8cc-6556-51f6-8307-518ba752d25f,Appstore,RecordTypeReview,2025-02-01T08:59:08Z,nld,Really super cool songs,Echt super toffe liedjes,9.0.14,,,,5,0,be
f3bf5495-c358-5194-a5a5-c277503048ae,Appstore,RecordTypeReview,2025-02-01T08:59:03Z,swe,I love Spotify!! I would probably say that Spotify is better than Apple Music because you have to download songs there if you don't have Wi-Fi (source: my friend) but on Spotify you can listen whether you have Wi-Fi or not!! I REALLY REALLY recommend Spotify!!!!! ps! Taylor Swift is the best!,jag älskarr Spotify!! jag skulle nog säga att Spotify är bättre än Apple Music för att där behöver man ladda ner låtar om man inte har Wi-Fi(källa:min vän) men på Spotify kan man lyssna både om man har Wi-Fi eller inte!! jag rekommenderar VERKLIGEN VERKLIGEN Spotify!!!!!ps! taylor swift är bäst!,9.0.14,,,,5,0,se
f1fa163b-3e47-5cd9-a12c-cae76ca4e5ae,Appstore,RecordTypeReview,2025-02-01T08:56:55Z,eng,The best,The best,9.0.14,,,,5,0,gb
84380519-65bd-5f12-9e15-df15be9e7ab0,Appstore,RecordTypeReview,2025-02-01T08:55:45Z,eng,We can’t choose our OWN songs instead of just playing the song directly we gotta go through a whole playlist to get that specific song,We can’t choose our OWN songs instead of just playing the song directly we gotta go through a whole playlist to get that specific song,9.0.14,,,,1,0,us
2e50fb3e-a16d-5977-867f-31066e262fb9,Appstore,RecordTypeReview,2025-02-01T08:54:21Z,eng,I don’t like the fact that I pay almost €20 for premium service and I still get publicity. How much do I have to pay? If this continues I will unsubscribe. Other than that the app is great.,I don’t like the fact that I pay almost €20 for premium service and I still get publicity. How much do I have to pay? If this continues I will unsubscribe. Other than that the app is great.,9.0.14,,,,3,0,fr
0a608aaf-1e26-5698-8596-dc1851a8f5bf,Appstore,RecordTypeReview,2025-02-01T08:52:10Z,eng,It is free amazing 🤩,It is free amazing 🤩,9.0.14,,,,5,0,us
bd15c644-27c7-56de-b7ba-2e475a3f9bfe,Appstore,RecordTypeReview,2025-02-01T08:50:40Z,swe,"A really great song, just my taste","En riktigt super låt , precis min smak",9.0.14,,,,5,0,se
4e7fbdef-66cc-56ce-8498-50ba4bc34e04,Appstore,RecordTypeReview,2025-02-01T08:49:41Z,ita,too many ads,troppe pubblicità,9.0.14,,,,2,0,it
2216fb38-4cd8-5b64-9001-9c83da9af635,Appstore,RecordTypeReview,2025-02-01T08:47:23Z,eng,Just because I use it daily doesn’t mean I like it,Just because I use it daily doesn’t mean I like it,9.0.14,,,,1,0,au
